,URL,Unit_ID,No_Rooms,Bathroom,Locality,Region,Longitude,Latitude,Furnished,Area,AC,Water_Heater,Dining_Set,Electricity,Bed,Access_Card,Kitchen,Fridge,Washing_Machine,TV,ATM,TV_Cable,Grocery,Internet,Swim_Pool,Laundry,Security,Basketball,Multipurpose_Room,Gym,Jogging,Tennis,Restaurant,Playground,Total_Facilities,AnnualPrice,FurnishedNew
1414,https://jendela360.com/sewa-apartemen-maqna-residence/mqrc004,mqrc004,2,2,Kebon Jeruk,Jakarta Barat,106.761852,-6.196997,1,76,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,18,85000000,Full
1415,https://jendela360.com/sewa-apartemen-belmont-residence/blmb034,blmb034,1,1,Kebon Jeruk,Jakarta Barat,106.762396,-6.200106,1,31,1,0,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0,15,48000000,Full
1416,https://jendela360.com/sewa-apartemen-the-mansion-kemayoran-bougenville/tmbc074,tmbc074,2,1,Kemayoran,Jakarta Pusat,106.85716,-6.14607,0,49,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,16,50000000,Non
1417,https://jendela360.com/sewa-apartemen-signature-park-apartment/sipc027,sipc027,2,1,Tebet,Jakarta Selatan,106.854417,-6.242631,1,40,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,78500000,Full
1418,https://jendela360.com/sewa-apartemen-grand-kamala-lagoon-apartment/gklb008,gklb008,1,1,Pekayon,Bekasi,106.9791,-6.2507,1,35,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,15,40000000,Full
1419,https://jendela360.com/sewa-apartemen-kemang-village-apartment/kmva037,kmva037,0,1,Kemang,Jakarta Selatan,106.811453,-6.259374,1,43,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,21,150000000,Full
1420,https://jendela360.com/sewa-apartemen-st-moritz-apartment/stmd039,stmd039,3,3,Puri Indah,Jakarta Barat,106.73873,-6.190723,1,158,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,280000000,Full
1421,https://jendela360.com/sewa-apartemen-mediterania-palace-kemayoran/mpkc007,mpkc007,2,2,Kemayoran,Jakarta Pusat,106.85277,-6.154767,1,72,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,21,85000000,Full
1422,https://jendela360.com/sewa-apartemen-kalibata-city-apartment/klcc016,klcc016,2,1,Pancoran,Jakarta Selatan,106.851836,-6.257163,1,33,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,20,47450000,Full
1423,https://jendela360.com/sewa-apartemen-the-mansion-kemayoran-jasmine/tmjc073,tmjc073,2,1,Kemayoran,Jakarta Pusat,106.854936,-6.147823,0,70,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,17,80000000,Non
1424,https://jendela360.com/sewa-apartemen-puri-orchard-apartment/puca085,puca085,0,1,Cengkareng,Jakarta Barat,106.729326,-6.166036,0,26,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,19,35000000,Semi
